"region","population","sex","age","education","income","statusquo","vote"
"S",15000,"M",24,"P",NA,NA,"N"
"S",15000,"F",25,"S",200000,1.5877,"U"
"S",15000,"F",48,"P",75000,1.5877,"Y"
"S",15000,"M",60,"P",15000,1.16179,"Y"
"S",15000,"F",27,"P",7500,1.35,"N"
"S",125000,"F",44,"S",7500,-0.6549,"N"
"S",125000,"F",22,"S",7500,-1.10678,"N"
"S",125000,"M",63,"P",35000,1.32162,"Y"
"S",125000,"M",28,"S",35000,0.1252,"Y"
"S",125000,"M",27,"PS",35000,-0.99172,"N"
"S",125000,"F",24,"S",75000,1.37068,"Y"
"S",125000,"M",32,"S",15000,-1.18173,"N"
"S",125000,"F",25,"P",7500,-0.70047,"N"
"S",125000,"F",59,"P",NA,NA,"Y"
"S",125000,"M",39,"P",7500,0.40746,"U"
"S",125000,"M",31,"P",75000,1.15958,"U"
"S",125000,"M",41,"S",15000,0.99704,"N"
"S",125000,"F",31,"PS",125000,1.27275,NA
"S",125000,"M",42,"PS",125000,0.12256,"A"
"S",125000,"F",41,"P",15000,1.20579,"U"
"S",125000,"F",49,"P",35000,1.23693,"Y"
"S",125000,"M",39,"PS",75000,-0.83444,"N"
"S",125000,"F",25,"S",35000,0.29024,"Y"
"S",125000,"M",20,"S",35000,-0.42725,"Y"
"S",125000,"F",39,"P",75000,-0.11784,"Y"
"S",25000,"F",24,"PS",NA,-0.6705,"U"
"S",25000,"F",22,"PS",15000,1.00318,"Y"
"S",25000,"F",41,"P",7500,1.00528,"Y"
"S",25000,"M",64,"PS",35000,1.5877,"Y"
"S",25000,"M",18,"S",15000,-0.839,"N"
"S",25000,"F",19,"S",7500,0.22416,"N"
"S",25000,"M",38,"P",15000,1.4029,"Y"
"S",25000,"M",23,"S",35000,0.34331,"A"
"S",25000,"M",21,"P",35000,0.74667,"U"
"S",25000,"F",43,"P",2500,-1.26524,"N"
"S",25000,"F",51,"P",2500,0.28952,"U"
"S",25000,"M",39,"P",7500,-0.82861,"A"
"S",25000,"M",26,"P",35000,-0.41063,"N"
"S",25000,"F",33,"S",35000,0.55175,"Y"
"S",25000,"F",55,"P",7500,-1.29617,"U"
"S",25000,"F",40,"P",2500,-0.30396,"Y"
"S",25000,"F",70,"P",15000,1.32577,"Y"
"S",25000,"F",31,"P",15000,-1.04981,"U"
"S",25000,"M",43,"P",35000,0.61457,"Y"
"S",25000,"M",22,"P",15000,1.51655,"Y"
"S",25000,"F",51,"P",35000,0.98642,NA
"S",25000,"F",24,"S",35000,0.46682,"N"
"S",25000,"F",24,"P",35000,-0.25323,"Y"
"S",25000,"M",38,"P",35000,0.66157,"Y"
"S",25000,"M",25,"S",75000,1.25199,"Y"
"S",25000,"M",28,"S",75000,-0.89167,"A"
"S",25000,"M",60,"P",7500,0.34221,"N"
"S",25000,"M",27,"S",75000,-0.78296,"U"
"S",25000,"F",37,"S",7500,-1.25899,"Y"
"S",25000,"F",26,"P",7500,0.79717,"Y"
"S",25000,"M",34,"P",75000,0.31015,"U"
"S",25000,"F",30,"PS",35000,0.44087,"A"
"S",25000,"F",41,"S",35000,0.84982,"A"
"S",25000,"F",37,"P",15000,-0.98021,"U"
"S",25000,"M",39,"S",35000,0.75548,"U"
"S",25000,"M",34,"PS",75000,1.36206,"Y"
"S",25000,"M",42,"PS",125000,-1.03027,"N"
"S",25000,"F",52,"P",15000,1.31484,"U"
"S",25000,"F",19,"P",15000,0.22425,"U"
"S",25000,"F",37,"PS",35000,-0.16155,"U"
"S",25000,"F",50,"S",35000,-1.29617,NA
"S",25000,"F",23,"S",15000,-1.18602,"N"
"S",25000,"M",32,"S",75000,0.9301,"U"
"S",25000,"M",42,"S",125000,0.67322,"A"
"S",25000,"M",32,"S",35000,0.01598,"U"
"S",25000,"M",45,"P",7500,-1.14952,"N"
"S",25000,"F",30,"S",2500,-1.04842,"N"
"S",25000,"M",30,"S",2500,1.43653,"Y"
"S",25000,"F",66,"P",15000,1.5877,"Y"
"S",25000,"F",22,"P",2500,-0.97507,"N"
"S",25000,"M",41,"P",2500,-1.29617,NA
"S",25000,"F",38,"S",35000,-1.045,"N"
"S",25000,"M",35,"S",35000,-1.21974,"N"
"S",25000,"M",65,"P",15000,-1.29617,"N"
"S",25000,"F",28,"S",15000,-0.43759,"A"
"S",25000,"M",59,"S",35000,0.76631,"Y"
"S",25000,"M",28,"P",35000,1.27034,"Y"
"S",25000,"F",21,"S",35000,0.61585,"Y"
"S",25000,"F",52,"P",15000,0.9282,"U"
"S",25000,"F",64,"S",75000,-0.03354,"N"
"SA",250000,"M",33,"S",35000,-1.06452,"N"
"SA",250000,"M",50,"P",15000,0.45059,"Y"
"SA",250000,"F",25,"PS",35000,-1.29617,"N"
"SA",250000,"F",55,"S",15000,-1.10897,"N"
"SA",250000,"M",27,"PS",35000,0.20291,"Y"
"SA",250000,"M",20,"S",15000,-1.05543,"N"
"SA",250000,"M",51,"S",15000,-1.29617,NA
"SA",250000,"F",22,"S",NA,-0.26023,"N"
"SA",250000,"F",43,"P",35000,0.49878,"U"
"SA",250000,"M",40,"PS",75000,1.24546,"Y"
"SA",250000,"F",36,"S",15000,-0.58334,"A"
"SA",250000,"M",45,"P",35000,-1.1113,"N"
"SA",250000,"F",32,"S",15000,0.88028,NA
"SA",250000,"F",23,"S",35000,0.62692,"Y"
"SA",250000,"M",18,"S",NA,-0.50453,"N"
"SA",250000,"M",28,"PS",75000,-0.93008,"N"
"SA",250000,"M",44,"S",75000,1.5877,"Y"
"SA",250000,"F",22,"PS",35000,-0.3024,"U"
"SA",250000,"F",45,"P",15000,-0.49024,"Y"
"SA",250000,"M",42,"P",7500,-1.12096,"U"
"SA",250000,"F",37,"P",15000,1.44774,"U"
"SA",250000,"F",26,"P",15000,0.30361,"U"
"SA",250000,"M",33,"PS",35000,-0.58329,"N"
"SA",250000,"F",45,"S",7500,0.19216,"U"
"SA",250000,"M",53,"PS",35000,-1.034,"N"
"SA",250000,"F",24,"PS",35000,-1.29617,"N"
"SA",250000,"F",47,"PS",75000,-0.40469,"N"
"SA",250000,"F",36,"PS",35000,-1.05877,"N"
"SA",250000,"M",34,"PS",75000,0.71248,NA
"SA",250000,"M",45,"PS",125000,1.29875,"Y"
"SA",250000,"M",53,"S",15000,-0.93017,NA
"SA",250000,"F",39,"S",125000,1.5877,"Y"
"SA",250000,"F",35,"S",35000,-0.75754,"U"
"SA",250000,"F",53,"S",35000,-0.37617,"U"
"SA",250000,"M",20,"S",75000,-0.78955,"N"
"SA",250000,"M",50,"P",15000,0.02737,"Y"
"SA",250000,"F",67,"P",7500,0.84968,"Y"
"SA",250000,"F",30,"S",35000,0.60127,"Y"
"SA",250000,"F",65,"P",15000,-1.06347,"N"
"SA",250000,"M",33,"S",15000,0.91949,"U"
"SA",250000,"F",57,"P",15000,0.06283,"Y"
"SA",250000,"F",21,"PS",35000,-0.36306,"A"
"SA",250000,"M",28,"S",15000,-1.02236,"Y"
"SA",250000,"F",52,"P",35000,1.22526,NA
"SA",250000,"M",36,"PS",15000,-1.15236,"N"
"SA",250000,"M",40,"P",NA,0.14822,NA
"SA",250000,"F",58,"S",15000,1.21422,NA
"SA",250000,"F",22,"S",NA,-1.01895,"N"
"SA",250000,"M",38,"PS",35000,-0.50707,"N"
"SA",250000,"F",59,"S",15000,-0.09055,"U"
"SA",250000,"M",32,"S",35000,-0.12109,"U"
"SA",250000,"F",52,"S",15000,-1.10692,"N"
"SA",250000,"F",21,"PS",15000,-0.89847,"N"
"SA",250000,"F",23,"PS",35000,-1.29617,"N"
"SA",250000,"M",36,"S",75000,1.25914,"Y"
"SA",250000,"M",65,"P",35000,1.55312,"Y"
"SA",250000,"M",29,"PS",35000,-1.06618,NA
"SA",250000,"F",47,"S",35000,0.1623,"U"
"SA",250000,"F",32,"P",2500,1.29311,"Y"
"SA",250000,"F",51,"P",15000,1.14251,NA
"SA",250000,"F",44,"PS",125000,1.47615,"Y"
"SA",250000,"M",57,"P",35000,-1.29617,"N"
"SA",250000,"M",50,"P",15000,0.6546,"Y"
"SA",250000,"M",35,"S",35000,0.36224,"U"
"SA",250000,"F",20,"PS",35000,0.88345,"Y"
"SA",250000,"F",48,"S",35000,-0.11023,"U"
"SA",250000,"F",33,"S",35000,0.94201,"Y"
"SA",250000,"M",20,"S",35000,0.42371,"N"
"SA",250000,"M",36,"S",35000,0.35407,"Y"
"SA",250000,"M",70,"S",15000,1.4103,"Y"
"SA",250000,"M",67,"P",7500,-1.07308,"N"
"SA",250000,"M",25,"S",15000,0.02663,"U"
"SA",250000,"M",37,"S",15000,-0.92721,"N"
"SA",250000,"F",26,"S",15000,1.36523,"Y"
"SA",250000,"F",39,"S",15000,0.63292,"Y"
"SA",250000,"M",45,"P",15000,-0.68375,"N"
"SA",250000,"M",24,"PS",35000,1.47164,"Y"
"SA",250000,"F",32,"P",7500,1.2092,"U"
"SA",250000,"F",45,"P",15000,-1.26247,"N"
"SA",250000,"M",50,"P",7500,-1.29617,"N"
"SA",250000,"F",40,"P",15000,-0.77529,"U"
"SA",250000,"F",19,"S",NA,0.13859,NA
"SA",250000,"M",35,"PS",75000,-0.8322,"N"
"SA",250000,"M",28,"S",15000,1.37129,"Y"
"SA",250000,"M",47,"P",7500,-1.29617,"N"
"SA",250000,"M",21,"S",15000,-1.04205,"N"
"SA",250000,"M",53,"P",35000,-0.89545,NA
"SA",250000,"F",39,"P",35000,-1.17235,"N"
"SA",250000,"F",20,"PS",35000,-0.04348,"N"
"SA",250000,"M",63,"P",15000,1.5877,"Y"
"SA",250000,"M",32,"S",2500,-0.6265,"N"
"SA",250000,"M",50,"P",15000,0.69498,NA
"SA",250000,"F",43,"P",15000,1.33205,"Y"
"SA",250000,"M",30,"S",35000,1.24611,"Y"
"SA",250000,"F",20,"S",15000,1.4186,"Y"
"SA",250000,"M",56,"P",35000,-0.24431,"U"
"SA",250000,"M",36,"PS",35000,-1.29617,"A"
"SA",250000,"M",27,"PS",35000,-0.76483,"N"
"SA",250000,"F",20,"P",7500,0.96737,"Y"
"SA",250000,"M",40,"PS",35000,-1.25666,NA
"SA",250000,"F",24,"S",7500,-1.29617,"N"
"SA",250000,"F",49,"P",35000,-1.06985,"N"
"SA",250000,"M",41,"PS",35000,-0.25322,"U"
"SA",250000,"M",18,"S",35000,0.27038,"N"
"SA",250000,"F",31,"S",35000,1.6051,"U"
"SA",250000,"M",52,"P",NA,0.77545,NA
"SA",250000,"M",28,"PS",35000,-0.5752,NA
"SA",250000,"F",70,"S",NA,0.75064,"A"
"SA",250000,"M",37,"PS",35000,-0.55383,"N"
"SA",250000,"F",22,"S",75000,1.40347,"Y"
"SA",250000,"F",55,"S",35000,-0.39484,"U"
"SA",250000,"M",22,"S",35000,-0.19563,"U"
"SA",250000,"M",61,"P",35000,0.46818,"U"
"SA",250000,"M",62,"P",35000,-0.40587,"U"
"SA",250000,"F",58,"S",35000,1.24625,NA
"SA",250000,"F",27,"P",125000,0.68235,"A"
"SA",250000,"F",19,"S",7500,0.48183,"U"
"SA",250000,"F",46,"S",35000,-1.26441,"A"
"SA",250000,"M",36,"S",15000,-1.1854,"N"
"SA",250000,"F",60,"P",35000,0.3834,"Y"
"SA",250000,"M",34,"PS",35000,0.54921,"U"
"SA",250000,"F",23,"S",7500,-1.30482,NA
"SA",250000,"M",22,"S",15000,-1.11582,"A"
"SA",250000,"F",47,"P",15000,0.83048,"Y"
"SA",250000,"M",43,"S",35000,-0.1826,"N"
"SA",250000,"M",49,"P",35000,0.74014,"U"
"SA",250000,"M",57,"P",7500,-1.29617,"N"
"SA",250000,"F",37,"S",35000,-0.3003,"U"
"SA",250000,"M",25,"S",35000,-1.29617,"N"
"SA",250000,"F",44,"P",15000,1.32555,"Y"
"SA",250000,"F",19,"P",15000,-0.47883,"U"
"SA",250000,"F",31,"S",NA,1.41649,"A"
"SA",250000,"M",24,"S",15000,0.72708,"Y"
"SA",250000,"F",63,"P",NA,NA,"U"
"SA",250000,"M",38,"P",NA,0.6589,NA
"SA",250000,"F",19,"PS",35000,-0.82327,"N"
"SA",250000,"M",49,NA,NA,NA,NA
"SA",250000,"M",18,"S",15000,-1.25656,"N"
"SA",250000,"F",38,"P",15000,-1.29617,"N"
"SA",250000,"F",36,"S",2500,0.00744,"U"
"SA",250000,"F",69,"P",15000,1.25678,"Y"
"SA",250000,"M",21,"PS",75000,0.28707,"Y"
"SA",250000,"F",25,"PS",15000,1.09971,"A"
"SA",250000,"M",42,"S",35000,-0.62392,"Y"
"SA",250000,"M",55,NA,7500,-1.12929,"U"
"SA",250000,"M",49,"S",35000,1.50986,"Y"
"SA",250000,"M",31,"PS",35000,-1.29617,NA
"SA",250000,"F",40,"S",15000,0.29175,"U"
"SA",250000,"F",28,"PS",75000,NA,"U"
"SA",250000,"F",53,"PS",15000,-0.27889,"A"
"SA",250000,"M",22,"S",35000,-0.43626,"N"
"SA",250000,"M",45,"S",35000,-0.18888,"A"
"SA",250000,"F",18,"S",200000,-1.18011,"N"
"SA",250000,"F",42,"PS",35000,1.15278,NA
"SA",250000,"F",46,"S",NA,2.02141,"U"
"SA",250000,"F",21,"PS",15000,-1.21834,"N"
"SA",250000,"M",19,"S",7500,-0.8308,"N"
"SA",250000,"F",59,"P",15000,-1.04005,"U"
"SA",250000,"F",60,"P",35000,-0.6809,"N"
"SA",250000,"M",55,"P",2500,-0.61862,NA
"SA",250000,"F",20,"P",15000,-1.13038,"N"
"SA",250000,"F",62,"S",75000,1.5877,"Y"
"SA",250000,"M",24,"S",15000,-0.14715,"Y"
"SA",250000,"F",70,"P",35000,1.55399,"Y"
"SA",250000,"M",42,"S",35000,1.50846,"A"
"SA",250000,"M",21,"PS",35000,-1.22285,"N"
"SA",250000,"F",50,"S",75000,0.22716,"Y"
"SA",250000,"F",60,"P",35000,-0.57897,"U"
"SA",250000,"F",22,"P",75000,-1.12024,"N"
"SA",250000,"M",NA,"P",15000,-1.08507,"U"
"SA",250000,"F",56,"S",35000,0.53532,"Y"
"SA",250000,"M",70,"P",35000,1.42686,NA
"SA",250000,"M",22,"S",15000,-1.29617,"N"
"SA",250000,"F",42,"S",35000,0.934,"Y"
"SA",250000,"M",53,"P",15000,1.4277,"Y"
"SA",250000,"F",30,"S",15000,-1.26325,"N"
"SA",250000,"M",24,"PS",200000,-1.00115,"N"
"SA",250000,"F",55,"P",15000,0.14613,NA
"SA",250000,"F",37,"S",35000,0.91144,"Y"
"SA",250000,"M",55,"PS",15000,-1.02974,"N"
"SA",250000,"M",41,"S",75000,-1.04685,"N"
"SA",250000,"F",21,"S",35000,-0.9465,"A"
"SA",250000,"F",36,"S",7500,-0.40386,"A"
"SA",250000,"F",29,"P",15000,-0.73164,"A"
"SA",250000,"M",21,"S",75000,-0.087,"U"
"SA",250000,"M",55,"P",15000,-1.16446,"N"
"SA",250000,"M",62,"S",15000,-0.44734,NA
"SA",250000,"F",59,"S",15000,0.70457,"U"
"SA",250000,"M",27,"S",35000,0.18113,"U"
"SA",250000,"F",30,"S",35000,0.71686,"A"
"SA",250000,"M",18,"P",15000,-0.03066,NA
"SA",250000,"F",44,"P",7500,-0.70865,"U"
"SA",250000,"M",58,"P",35000,-1.29617,"N"
"SA",250000,"F",30,"S",15000,-1.29617,"N"
"SA",250000,"F",44,"P",7500,-1.2204,"N"
"SA",250000,"M",52,"P",15000,0.94667,"Y"
"SA",250000,"F",30,"S",15000,-0.92566,"N"
"SA",250000,"M",20,"S",15000,-0.27723,"U"
"SA",250000,"F",59,"P",7500,-0.55051,"U"
"SA",250000,"M",18,"S",15000,1.20547,"Y"
"SA",250000,"M",24,"S",35000,1.15313,"A"
"SA",250000,"F",39,"P",NA,0.47939,"U"
"SA",250000,"F",21,"S",35000,1.32923,"Y"
"SA",250000,"M",49,"P",7500,-0.15941,"U"
"SA",250000,"M",58,"S",35000,0.12745,"Y"
"SA",250000,"F",25,"S",15000,-1.30809,"A"
"SA",250000,"M",21,"S",35000,-1.11348,"N"
"SA",250000,"F",60,"S",15000,0.52689,"U"
"SA",250000,"M",54,"P",7500,-1.30296,"U"
"SA",250000,"F",43,"P",7500,-1.29617,"N"
"SA",250000,"M",30,"S",15000,0.66365,"N"
"SA",250000,"M",49,"S",35000,-0.95176,"N"
"SA",250000,"F",54,"P",2500,-0.25607,"Y"
"SA",250000,"F",19,"S",15000,-0.80563,"U"
"SA",250000,"F",36,"S",15000,-1.17637,"U"
"SA",250000,"F",58,"P",15000,0.82026,"U"
"SA",250000,"F",32,"PS",NA,0.31918,"A"
"SA",250000,"M",52,"P",75000,-1.07772,NA
"SA",250000,"M",42,"S",35000,0.00476,"U"
"SA",250000,"M",35,"S",15000,0.24119,"U"
"SA",250000,"F",44,"P",35000,-0.69008,"A"
"SA",250000,"F",23,"PS",75000,0.17177,"Y"
"SA",250000,"M",24,"PS",35000,-0.76975,"A"
"SA",250000,"M",60,"P",35000,1.5877,"Y"
"SA",250000,"M",54,"P",7500,0.32214,"U"
"SA",250000,"M",33,"P",2500,-1.29617,NA
"SA",250000,"F",70,"P",NA,0.75768,"U"
"SA",250000,"F",38,"P",35000,-0.71844,"Y"
"SA",250000,"F",35,"S",2500,-1.2727,NA
"SA",250000,"M",40,"S",35000,-1.29617,"N"
"SA",250000,"M",18,"S",7500,-0.60959,"U"
"SA",250000,"F",49,"P",35000,0.90167,"Y"
"SA",250000,"M",43,"PS",75000,1.33092,"Y"
"SA",250000,"F",34,"PS",75000,-1.22424,"N"
"SA",250000,"F",54,"P",35000,0.0032,"U"
"SA",250000,"M",18,"S",35000,-1.30351,"N"
"SA",250000,"F",26,"S",7500,-1.1212,"U"
"SA",250000,"F",68,NA,7500,0.88202,"Y"
"SA",250000,"M",52,"S",7500,1.19812,"Y"
"SA",250000,"M",55,"S",2500,-1.29617,"N"
"SA",250000,"M",23,"S",15000,-1.29617,"N"
"SA",250000,"M",38,"P",15000,-1.19739,"N"
"SA",250000,"F",36,"P",2500,-1.05197,"U"
"SA",250000,"F",46,"P",7500,-0.98023,"N"
"SA",250000,"F",33,"P",7500,-1.12528,"N"
"SA",250000,"M",43,"S",15000,0.15515,"U"
"SA",250000,"M",21,"S",35000,0.60084,"Y"
"SA",250000,"M",49,"P",15000,1.35626,"Y"
"SA",250000,"F",21,"P",15000,1.19147,"Y"
"SA",250000,"F",56,"P",7500,0.38583,"Y"
"SA",250000,"F",35,"P",7500,-0.80037,"U"
"SA",250000,"M",18,"S",15000,1.02608,"Y"
"SA",250000,"F",41,"P",2500,-0.41295,"U"
"SA",250000,"F",49,"P",35000,0.38253,"U"
"SA",250000,"M",37,"S",35000,-1.29617,"N"
"SA",250000,"M",55,"P",7500,0.81641,"U"
"SA",250000,"F",49,"P",2500,1.29338,"U"
"SA",250000,"M",22,"S",7500,0.87797,"N"
"SA",250000,"F",26,"S",15000,0.12779,"Y"
"SA",250000,"M",51,"P",15000,1.47784,"Y"
"SA",250000,"F",56,"P",15000,-1.29617,"N"
"SA",250000,"F",51,NA,7500,0.45718,"U"
"SA",250000,"F",30,"P",15000,1.03464,"U"
"SA",250000,"M",45,"S",15000,-1.21834,"N"
"SA",250000,"M",31,"P",35000,-0.53827,"U"
"SA",250000,"M",35,"P",7500,-0.93981,"U"
"SA",250000,"M",53,"P",15000,-1.18011,"N"
"SA",250000,"M",63,"P",35000,-1.29617,"N"
"SA",250000,"F",25,"S",7500,1.43653,"Y"
"SA",250000,"F",40,"P",2500,-1.30469,"N"
"SA",250000,"F",54,"P",7500,-1.21834,"N"
"SA",250000,"F",62,"P",35000,0.88557,"Y"
"SA",250000,"F",19,"S",35000,-1.25795,"U"
"SA",250000,"M",26,"S",15000,-0.71001,"N"
"SA",250000,"M",61,"P",7500,1.01062,"Y"
"SA",250000,"F",67,NA,15000,1.05155,"Y"
"SA",250000,"M",39,"P",15000,-0.72982,"A"
"SA",250000,"M",22,"P",7500,-0.04564,"Y"
"SA",250000,"M",21,"S",15000,-1.29617,"N"
"SA",250000,"F",59,"P",7500,-0.17956,"Y"
"SA",250000,"F",37,"S",15000,-1.02385,NA
"SA",250000,"M",65,"P",15000,0.04302,"U"
"SA",250000,"F",61,"P",7500,0.54606,"Y"
"SA",250000,"F",30,"P",7500,-0.25119,"U"
"SA",250000,"M",27,"S",35000,0.13241,"Y"
"SA",250000,"M",60,"P",15000,0.55837,"Y"
"SA",250000,"M",33,"S",75000,-1.19132,"A"
"SA",250000,"F",32,"S",35000,0.38569,"U"
"SA",250000,"F",38,"S",35000,-1.04685,"U"
"SA",250000,"M",56,"P",35000,0.41755,"Y"
"SA",250000,"F",45,"S",15000,0.89367,"Y"
"SA",250000,"F",18,"S",35000,0.43887,"Y"
"SA",250000,"F",39,"S",35000,-0.12671,"U"
"SA",250000,"M",57,"P",15000,0.53539,"U"
"SA",250000,"M",51,"P",7500,-1.29617,"N"
"SA",250000,"M",32,"S",15000,-0.84836,"N"
"SA",250000,"M",70,"P",35000,0.72449,"Y"
"SA",250000,"F",20,"S",15000,1.00364,"Y"
"SA",250000,"F",46,"S",7500,-0.42243,"N"
"SA",250000,"F",55,"P",35000,-0.55903,"N"
"SA",250000,"M",23,"S",35000,0.22104,"A"
"SA",250000,"F",28,"S",15000,-1.29617,"N"
"SA",250000,"F",22,"S",35000,-1.17702,"U"
"SA",250000,"M",23,"PS",35000,-1.30351,"N"
"SA",250000,"F",37,"P",35000,-1.12566,"U"
"SA",250000,"M",47,"S",15000,-0.80419,"U"
"SA",250000,"M",42,"P",35000,-0.86525,"A"
"SA",250000,"F",47,"S",15000,-1.22502,"N"
"SA",250000,"F",45,"S",125000,-0.60096,"U"
"SA",250000,"M",18,"S",75000,-1.06848,"N"
"SA",250000,"F",27,"P",7500,-0.05229,"U"
"SA",250000,"F",48,"P",35000,0.58275,"Y"
"SA",250000,"F",18,"S",35000,-1.29617,"N"
"SA",250000,"M",44,"PS",75000,-0.59351,NA
"SA",250000,"F",33,"P",2500,-0.32492,"U"
"SA",250000,"M",27,"S",7500,-1.34392,"N"
"SA",250000,"M",48,"P",35000,-1.19504,"N"
"SA",250000,"F",45,"P",35000,-0.49641,"U"
"SA",250000,"F",32,"PS",35000,-0.93492,"U"
"SA",250000,"M",34,"P",15000,-0.17177,"U"
"SA",250000,"F",36,"PS",35000,0.00055,"U"
"SA",250000,"M",49,"S",125000,-1.25795,"N"
"SA",250000,"F",43,"S",35000,0.25319,"Y"
"SA",250000,"F",19,"S",75000,1.35136,"Y"
"SA",250000,"M",24,"S",35000,-1.15762,"N"
"SA",250000,"M",49,"PS",35000,-1.14049,"N"
"SA",250000,"M",24,"PS",75000,-0.96014,"N"
"SA",250000,"M",56,"S",75000,-1.10273,"N"
"SA",250000,"F",47,"P",15000,1.54808,"Y"
"SA",250000,"F",35,"S",15000,-0.35334,"A"
"SA",250000,"M",45,"PS",35000,-1.04016,"N"
"SA",250000,"F",52,"P",35000,1.02747,NA
"SA",250000,"F",26,"S",15000,-1.14952,"N"
"SA",250000,"M",48,"S",7500,-0.46328,"A"
"SA",250000,"M",20,"S",35000,-1.07386,"N"
"SA",250000,"F",26,"S",125000,0.30352,"Y"
"SA",250000,"F",64,"P",2500,-1.29617,"U"
"SA",250000,"M",41,"S",15000,-1.29617,"N"
"SA",250000,"M",22,"S",35000,0.14497,"U"
"SA",250000,"F",42,"S",75000,-1.25656,"N"
"SA",250000,"F",44,"P",2500,-1.29617,"N"
"SA",250000,"M",36,"P",7500,-1.29617,"N"
"SA",250000,"F",24,"S",15000,-0.73585,"A"
"SA",250000,"M",19,"PS",15000,-0.54187,NA
"SA",250000,"M",27,"S",15000,-0.37315,"N"
"SA",250000,"M",24,"PS",15000,-0.65961,"N"
"SA",250000,"F",30,"S",35000,1.24478,"Y"
"SA",250000,"F",21,"PS",35000,NA,"A"
"SA",250000,"M",47,"P",35000,-0.98792,"N"
"SA",250000,"F",55,"P",15000,-0.10726,"Y"
"SA",250000,"F",54,"P",7500,-1.29617,"N"
"SA",250000,"F",34,"P",15000,-1.00272,"U"
"SA",250000,"M",30,"S",15000,-0.45937,"U"
"SA",250000,"M",66,"S",35000,-1.31083,NA
"SA",250000,"M",56,"P",35000,-0.40479,"Y"
"SA",250000,"F",42,"S",15000,-0.35685,"U"
"SA",250000,"F",43,"P",7500,-1.29617,"N"
"SA",250000,"M",68,"P",7500,-0.70372,"N"
"SA",250000,"F",23,"PS",75000,0.11608,"U"
"SA",250000,"M",33,"S",35000,-1.14049,"N"
"SA",250000,"F",69,"S",35000,0.34293,"U"
"SA",250000,"F",22,"PS",75000,-1.26305,"A"
"SA",250000,"M",33,"S",15000,-0.10246,"Y"
"SA",250000,"F",42,"S",75000,1.26053,"U"
"SA",250000,"M",62,"S",35000,-0.96901,"N"
"SA",250000,"F",20,"S",35000,-1.29617,"N"
"SA",250000,"M",58,"PS",35000,-1.29617,"N"
"SA",250000,"M",22,"PS",35000,-1.1517,"N"
"SA",250000,"M",37,"S",35000,-1.03486,"N"
"SA",250000,"F",42,"S",35000,-1.29617,"N"
"SA",250000,"F",36,"S",35000,0.5922,"Y"
"SA",250000,"F",25,"S",35000,-1.08055,"A"
"SA",250000,"M",62,"S",75000,1.29875,"Y"
"SA",250000,"M",34,"S",35000,-0.82904,"U"
"SA",250000,"F",55,"P",7500,1.15429,"U"
"SA",250000,"M",33,"PS",75000,-0.86276,"N"
"SA",250000,"M",45,"S",35000,1.19997,"Y"
"SA",250000,"M",60,"S",35000,1.5877,"Y"
"SA",250000,"F",27,"S",7500,-1.29617,"N"
"SA",250000,"F",50,"S",75000,1.5877,"Y"
"SA",250000,"F",58,"P",7500,0.3111,NA
"SA",250000,"M",22,"S",35000,-0.78022,"U"
"SA",250000,"F",35,"P",15000,-0.51037,"U"
"SA",250000,"M",60,"P",NA,0.04343,"U"
"SA",250000,"M",28,"S",7500,-1.29617,"N"
"SA",250000,"M",63,"P",35000,1.18876,"Y"
"SA",250000,"F",27,"P",7500,-1.29617,"A"
"SA",250000,"M",50,"S",35000,-1.23032,"U"
"SA",250000,"F",42,"P",75000,0.90769,"U"
"SA",250000,"M",24,"PS",35000,1.41464,"Y"
"SA",250000,"F",24,"PS",35000,0.06047,"A"
"SA",250000,"F",36,"P",15000,0.07043,NA
"SA",250000,"M",28,"S",35000,0.03189,"U"
"SA",250000,"M",70,"S",15000,-0.35884,NA
"SA",250000,"F",36,"S",35000,1.1092,"U"
"SA",250000,"M",64,"P",2500,-0.23703,"U"
"SA",250000,"F",48,"P",15000,-0.16364,"A"
"SA",250000,"M",44,"PS",15000,-0.32082,"U"
"SA",250000,"F",30,"S",35000,-0.22533,"A"
"SA",250000,"M",26,"S",NA,1.61195,"U"
"SA",250000,"F",43,"P",7500,0.13591,"Y"
"SA",250000,"F",50,"P",15000,0.5567,"U"
"SA",250000,"M",60,"P",35000,-0.88715,"N"
"SA",250000,"F",22,"P",7500,-0.63484,"U"
"SA",250000,"M",23,"P",7500,-1.10367,"N"
"SA",250000,"F",60,"P",2500,0.36597,"Y"
"SA",250000,"M",19,"S",15000,-1.29617,"N"
"SA",250000,"F",39,"S",7500,-0.56363,"U"
"SA",250000,"M",38,"P",15000,-0.40009,"N"
"SA",250000,"M",37,"S",7500,-0.66692,"N"
"SA",250000,"M",35,"P",15000,-1.29617,"N"
"SA",250000,"M",59,"S",35000,-1.29617,"N"
"SA",250000,"F",35,"P",35000,-1.13471,"A"
"SA",250000,"F",68,"P",2500,-1.04685,"N"
"SA",250000,"F",42,"P",15000,-0.62868,"U"
"SA",250000,"M",25,"S",15000,0.4566,"Y"
"SA",250000,"F",28,"P",7500,-1.29617,"N"
"SA",250000,"F",45,"P",15000,-0.42882,"N"
"SA",250000,"F",38,"P",15000,-0.7714,"U"
