"votebiden","feel_biden","feel_trump","feel_fauci","feel_feminists","feel_unions","feel_bigbusiness","feel_gay","feel_muslim","feel_christian","feel_jewish","feel_police","feel_scientists","feel_nra","feel_fbi","feel_rural","feel_cdc"
0,0,90,30,50,50,50,50,50,100,50,98,50,85,40,50,50
1,85,0,85,85,50,15,100,50,30,50,50,85,0,50,70,70
1,100,0,100,60,50,60,85,60,85,85,100,100,0,100,85,100
0,60,70,60,30,0,70,40,40,100,50,70,85,70,60,85,70
0,30,70,100,50,50,50,50,50,100,100,100,100,70,100,100,100
0,0,85,40,50,30,60,50,50,100,85,100,70,70,60,85,60
0,0,100,15,0,30,40,15,40,100,100,85,40,60,30,70,30
0,15,70,70,30,40,30,40,40,70,70,70,60,40,70,50,70
1,85,0,100,70,50,60,65,70,85,70,70,100,0,70,70,95
0,85,15,100,50,60,60,70,50,85,60,85,100,70,70,70,100
1,50,15,80,35,40,50,50,50,35,50,50,60,35,50,40,50
0,0,100,70,50,50,70,50,50,60,50,100,85,100,85,100,70
1,85,0,85,40,50,50,50,50,50,50,51,85,30,50,50,40
0,0,100,25,50,75,50,50,50,50,50,100,75,100,100,50,25
1,90,40,100,80,90,80,75,80,90,80,90,90,75,80,85,85
1,100,0,100,85,100,30,60,50,100,50,70,100,0,100,60,100
0,10,80,35,1,75,50,50,50,40,99,90,100,50,85,100,90
1,85,5,85,70,70,50,70,70,70,70,70,80,20,75,70,70
0,0,100,50,50,100,50,50,50,100,85,100,50,100,100,100,50
1,85,15,85,95,85,70,85,85,60,85,70,85,30,60,85,85
1,60,0,60,70,60,40,50,70,70,60,40,70,30,50,30,50
0,0,100,30,70,60,70,60,50,100,85,100,70,100,60,85,80
1,85,15,100,70,50,20,50,85,85,85,50,100,0,50,70,75
1,60,15,70,100,90,80,100,100,100,100,100,100,50,100,100,100
1,75,0,75,85,50,45,75,75,30,75,55,95,30,55,50,80
1,75,0,100,100,60,50,85,85,50,85,60,100,0,50,50,85
1,85,15,100,85,75,60,50,50,70,85,85,85,30,60,80,90
0,15,100,70,30,50,70,30,30,85,60,100,100,100,85,85,100
0,15,85,30,40,50,70,50,40,70,60,85,85,85,70,100,60
0,30,85,85,40,50,60,50,30,100,100,90,70,85,75,100,85
0,0,85,60,40,70,0,50,50,60,30,100,85,85,70,85,85
1,85,15,85,50,70,40,50,50,70,50,85,100,40,85,50,85
0,40,60,15,50,15,70,85,50,100,100,100,85,60,40,100,85
1,60,0,100,100,100,0,100,100,50,100,0,100,0,50,50,100
0,0,60,0,40,50,15,75,40,75,40,70,40,85,60,100,0
0,10,80,25,25,10,20,50,50,90,75,75,50,90,25,50,50
0,0,85,85,30,60,60,60,15,70,85,85,85,85,30,85,70
0,30,70,40,50,45,60,45,50,95,50,75,75,70,45,70,45
1,60,0,85,85,85,0,85,70,30,70,30,100,15,50,40,85
0,60,65,70,50,60,40,50,50,80,50,95,90,60,80,90,80
1,70,30,75,60,65,60,85,50,85,90,60,95,40,80,95,95
0,15,100,30,60,15,60,40,15,85,70,100,40,85,15,85,50
1,90,0,85,85,40,70,85,70,30,100,80,100,0,85,15,70
0,15,85,30,30,30,70,50,50,85,50,100,50,70,50,50,40
1,100,0,100,85,60,40,85,85,85,85,70,85,15,70,70,70
0,60,85,85,60,50,40,50,50,40,70,70,70,70,50,70,70
0,50,85,85,85,60,70,60,30,100,70,100,100,100,85,100,100
0,15,90,100,50,50,90,50,80,45,90,85,100,90,85,50,95
0,60,85,30,15,50,60,50,50,100,100,100,85,70,85,85,50
1,85,0,70,100,85,15,100,100,50,100,15,100,0,50,50,40
1,95,0,100,100,85,5,50,50,20,50,65,100,10,85,50,98
1,85,0,70,70,65,40,70,70,50,70,60,70,10,50,60,70
0,0,100,0,0,0,70,100,50,100,100,85,85,100,70,100,85
0,0,100,70,50,50,50,40,100,100,100,100,50,100,85,50,50
0,0,85,15,50,50,50,50,50,100,85,100,50,85,30,85,15
1,100,15,85,70,70,70,60,85,85,85,85,100,15,70,70,70
1,90,0,100,90,80,30,80,80,85,80,70,95,0,85,70,95
0,15,70,70,30,60,50,60,50,70,85,85,60,60,70,85,85
1,85,0,100,70,50,40,100,100,100,100,85,100,30,100,100,100
1,85,0,95,60,50,40,70,70,50,70,35,90,0,60,50,95
0,15,95,50,50,30,75,50,25,85,85,95,50,100,85,100,5
0,15,60,50,50,50,100,50,50,50,50,85,100,50,85,50,50
1,35,5,50,50,55,50,50,50,50,50,40,60,35,51,30,40
0,30,70,85,0,85,60,100,50,85,50,100,70,100,100,70,85
1,85,0,85,60,50,60,60,60,70,40,60,85,30,60,85,85
0,50,70,30,23,50,40,70,50,50,10,30,60,70,20,50,65
1,70,15,60,75,50,30,80,50,80,80,40,65,50,60,50,65
1,100,0,100,100,70,50,70,70,70,80,60,100,0,60,60,100
1,100,0,100,85,85,40,85,85,85,100,85,100,0,85,70,85
0,40,70,60,70,40,50,60,50,70,50,85,50,75,45,70,80
1,85,0,100,70,100,60,60,70,100,85,60,85,0,85,85,60
1,100,60,70,10,70,100,60,50,100,60,100,100,70,90,70,100
1,100,0,100,100,85,60,100,100,70,100,85,100,0,100,85,100
1,100,0,100,70,50,0,50,50,0,50,60,85,0,60,50,100
0,60,0,100,100,50,85,100,70,85,100,85,100,100,100,100,100
0,40,60,85,50,40,60,50,15,85,50,70,85,70,70,85,60
0,15,75,60,35,45,60,50,50,50,50,90,95,75,75,90,75
0,15,100,30,60,60,60,50,50,100,70,100,40,85,60,100,60
1,50,0,0,10,15,5,50,35,30,25,50,88,0,5,30,50
0,0,85,40,85,40,85,85,85,100,100,100,85,100,30,100,70
0,0,95,30,5,90,75,90,85,90,95,100,90,85,95,100,70
1,100,0,100,50,85,50,50,50,70,60,70,85,50,85,50,85
1,85,15,70,60,100,60,70,60,70,85,70,85,50,50,50,70
0,0,100,50,40,50,60,15,0,85,70,100,70,70,50,85,85
1,85,0,100,50,50,50,70,50,50,50,50,50,50,50,50,50
1,85,0,100,85,85,0,100,85,50,85,50,100,15,85,60,85
0,0,100,0,0,60,60,0,0,65,85,75,50,90,15,90,0
0,15,85,60,40,30,30,50,40,50,50,100,40,70,30,100,50
1,90,1,75,90,80,40,100,70,30,100,45,85,2,80,50,90
0,15,85,85,30,40,50,85,50,85,60,40,60,85,85,70,70
1,60,0,70,100,30,70,100,60,40,85,60,85,30,70,40,85
1,70,0,100,50,70,30,50,50,50,50,70,85,30,85,50,100
1,100,0,100,100,70,40,100,70,50,100,86,100,0,85,85,100
1,100,0,100,100,85,60,85,85,100,100,70,100,0,85,70,100
0,0,100,0,50,75,50,100,50,100,50,100,50,100,0,50,0
1,50,0,85,50,0,30,70,70,60,60,60,100,50,100,100,85
1,85,0,100,85,70,15,100,50,50,50,100,85,85,85,50,85
0,0,85,0,50,60,40,50,50,100,50,100,50,100,50,50,30
1,70,0,40,85,50,15,85,85,85,85,40,50,15,40,50,60
1,95,0,85,75,75,30,80,75,60,90,70,100,0,80,60,90
1,90,0,95,50,50,50,50,85,85,85,90,90,50,90,90,20
0,0,70,0,0,100,100,0,0,100,0,0,100,100,0,100,0
1,75,0,100,70,70,20,100,75,74,75,30,85,45,50,80,80
0,0,100,15,0,0,70,40,0,85,50,85,50,100,15,85,50
1,85,0,85,85,85,40,85,70,70,85,60,100,0,60,30,60
0,40,100,70,40,40,40,85,70,100,85,85,85,85,70,100,85
1,85,15,65,55,46,35,55,60,60,60,75,80,25,56,90,80
0,20,80,50,20,40,60,90,70,90,90,80,70,75,65,80,75
0,15,30,85,50,30,50,85,60,85,85,85,85,50,50,85,70
1,100,0,100,75,75,70,100,75,90,100,90,95,25,70,100,75
0,30,100,0,50,85,60,30,85,70,100,100,30,0,85,50,15
0,0,100,0,70,50,40,50,100,100,100,100,80,100,80,100,70
1,90,15,100,90,95,40,100,100,100,100,65,100,15,75,30,100
0,15,100,30,50,15,70,0,0,85,0,40,15,60,50,100,40
0,0,90,10,50,50,50,10,10,90,80,90,50,30,50,90,50
1,90,0,98,100,95,50,100,100,40,100,60,100,0,65,90,75
1,95,0,100,40,25,40,40,40,70,50,70,85,40,85,40,90
1,100,0,100,80,60,0,100,90,80,100,60,80,50,100,70,50
0,15,40,50,30,15,60,15,15,50,50,70,70,85,70,50,40
1,90,0,80,50,50,70,60,65,35,60,75,80,5,65,50,85
0,0,100,0,50,0,0,50,50,50,50,70,100,100,50,100,50
0,0,100,15,30,50,70,50,0,100,85,85,60,85,15,85,15
1,100,0,100,85,70,70,85,85,85,85,60,100,40,90,85,100
1,70,30,85,60,70,50,40,60,100,85,70,100,40,70,85,85
0,0,100,50,0,50,60,50,50,100,85,100,50,100,85,100,15
0,0,100,0,0,15,0,0,30,100,100,100,70,100,15,100,15
0,35,65,45,15,10,20,50,15,100,50,90,10,90,80,85,10
0,0,100,0,30,50,85,0,15,100,40,100,40,100,70,85,70
0,0,100,50,50,70,85,50,50,100,85,85,50,100,30,100,30
1,85,0,100,70,50,40,85,100,100,100,85,85,30,85,100,100
0,30,85,40,30,50,40,70,60,60,70,60,50,40,60,70,40
0,15,80,35,50,40,35,90,50,70,50,85,75,90,50,85,50
1,73,0,90,48,50,20,85,75,70,50,50,85,15,60,60,35
0,40,50,60,15,50,15,70,50,70,70,70,85,50,30,85,50
1,85,0,85,50,60,40,70,55,55,55,70,85,10,80,60,85
1,70,30,100,70,70,70,100,100,100,100,85,100,60,85,85,100
1,100,0,100,50,100,100,50,50,100,50,100,100,50,100,50,100
0,15,85,50,50,70,60,50,60,100,85,85,60,100,70,70,70
1,95,0,85,80,0,50,100,80,20,100,30,100,0,50,30,90
1,90,0,98,80,70,45,90,85,90,90,70,90,0,85,80,80
0,0,100,15,15,16,60,40,30,85,60,100,70,100,0,80,70
0,20,100,70,80,55,40,50,60,90,85,90,85,75,20,90,70
0,15,50,25,85,85,85,85,75,100,85,100,100,85,85,85,85
0,0,100,60,50,50,60,50,50,50,50,100,100,85,85,50,50
0,40,80,85,50,50,50,30,40,100,100,100,100,50,70,100,85
1,70,0,100,50,15,50,50,50,50,50,70,85,15,85,50,70
0,40,100,100,50,40,70,50,50,50,85,85,100,70,100,100,100
1,95,0,90,40,100,30,100,40,30,70,50,100,0,50,30,50
1,60,30,85,60,50,40,60,50,50,60,50,85,50,50,40,60
1,85,0,85,50,70,40,70,70,100,85,85,85,40,60,100,85
1,100,0,100,85,50,30,85,85,100,85,70,85,0,50,70,85
0,0,100,10,0,0,10,10,50,50,50,90,10,60,0,50,0
0,30,85,70,70,50,70,60,40,100,85,85,85,85,70,100,70
0,40,55,50,85,50,40,100,90,100,100,70,100,50,50,50,50
1,75,5,99,45,20,50,50,50,60,50,67,100,15,75,75,80
0,0,100,15,40,40,30,50,30,60,60,85,70,85,40,60,40
0,0,100,0,50,50,50,50,40,100,50,85,50,100,85,85,15
1,65,0,50,40,60,0,90,90,25,50,10,80,0,0,15,90
0,0,100,0,50,30,50,40,40,100,50,40,40,85,50,50,40
1,60,0,85,70,70,60,85,60,70,70,70,85,40,85,50,85
1,70,0,85,85,60,30,50,50,100,50,100,85,0,70,50,85
0,30,60,70,40,40,40,60,40,40,60,70,85,50,60,85,60
1,73,0,72,85,40,30,85,50,85,85,40,85,0,40,30,50
0,1,100,5,60,40,65,60,50,95,85,95,50,90,40,75,10
0,0,100,50,50,100,50,100,0,100,100,100,100,100,100,100,50
1,100,0,75,75,90,50,85,75,50,85,85,100,0,90,70,80
1,100,40,100,85,50,85,50,50,85,85,85,100,0,85,50,70
1,90,0,100,90,85,30,90,85,40,90,50,95,0,85,85,70
1,70,0,85,85,60,60,50,50,50,60,60,100,50,50,70,70
1,85,0,100,85,70,30,85,50,40,50,60,100,15,85,60,100
0,0,100,85,40,30,60,50,40,100,70,85,60,70,50,85,85
1,60,0,70,50,50,30,50,50,50,50,30,50,60,40,30,70
1,100,0,100,100,70,70,85,85,100,100,85,100,60,85,85,85
1,90,0,84,99,85,50,90,85,50,85,75,100,0,90,40,90
0,30,100,30,50,50,50,50,50,85,50,85,50,85,40,85,70
0,0,70,50,30,70,30,40,40,100,70,100,70,100,85,100,60
1,70,0,90,50,60,40,50,50,50,50,90,85,15,70,45,90
1,85,0,75,85,85,70,50,85,85,100,40,85,85,80,50,80
1,85,15,85,60,60,70,80,80,50,50,80,90,20,80,50,75
1,100,15,100,50,85,50,50,80,100,80,85,50,60,50,80,90
1,85,40,70,85,60,85,100,100,85,100,70,70,50,70,100,85
0,1,99,70,50,70,75,40,25,90,50,90,70,50,50,50,70
1,85,0,100,85,100,15,100,60,0,85,15,100,0,60,30,100
0,0,90,25,30,15,65,45,40,90,55,85,75,50,20,85,40
0,15,85,50,50,15,100,50,50,50,50,100,100,50,70,100,50
1,70,10,20,50,100,40,50,70,60,50,35,100,70,100,50,80
0,0,85,60,70,70,60,70,70,70,70,85,70,70,0,85,70
1,100,0,100,100,75,75,70,100,100,100,90,100,0,100,100,100
0,0,85,70,60,70,40,40,0,100,60,100,70,70,60,60,70
1,70,0,95,100,55,45,100,70,30,100,60,100,0,70,85,85
0,25,75,60,50,50,40,50,50,50,50,80,50,75,85,85,70
1,85,0,85,85,50,70,100,50,50,50,0,85,0,50,50,85
1,70,0,100,90,100,30,100,90,0,100,60,100,90,82,100,90
1,100,0,100,85,85,60,85,60,85,85,85,100,15,85,70,100
0,60,85,50,70,50,85,60,60,100,90,100,80,80,60,90,60
0,30,60,60,40,40,40,70,70,100,100,85,70,70,70,85,60
0,15,100,50,50,0,85,50,50,85,50,100,50,85,60,85,50
0,0,85,15,50,50,15,50,50,50,50,85,50,85,0,50,60
1,70,0,85,80,30,30,85,50,90,50,70,70,15,50,100,70
1,85,15,60,95,50,30,95,60,50,85,70,75,0,60,80,50
1,85,0,100,100,100,50,100,100,100,100,100,100,0,50,100,50
0,15,85,15,50,50,50,50,50,85,50,100,60,60,60,50,40
1,90,0,75,90,70,0,85,50,15,40,25,85,0,50,25,40
1,100,0,100,100,85,60,100,70,50,100,85,100,15,60,70,70
1,85,0,100,50,50,70,50,50,50,50,50,50,15,85,50,70
1,85,0,100,85,50,40,70,60,60,40,15,85,0,70,40,85
1,70,0,50,69,40,50,90,70,70,90,90,90,60,60,85,60
0,0,85,70,50,0,50,50,50,85,85,85,60,0,60,60,60
1,85,0,100,50,85,30,100,100,50,100,30,100,0,30,100,100
1,85,0,85,70,60,45,65,50,50,50,60,75,0,50,65,65
1,70,0,85,50,60,30,80,70,60,80,40,100,15,75,70,60
0,0,85,15,15,50,40,50,50,85,85,85,50,85,60,85,30
1,85,0,85,100,100,50,100,50,15,70,15,100,0,50,50,100
0,0,100,0,50,50,40,50,30,100,85,85,50,100,30,85,85
0,15,100,60,40,30,60,15,0,100,70,85,60,70,40,100,60
0,10,90,10,20,70,60,70,50,50,50,100,60,80,80,50,50
1,65,0,100,95,85,25,90,85,80,90,30,100,0,70,35,65
0,40,60,70,85,40,60,100,50,100,100,85,85,60,60,100,70
0,0,100,70,50,70,100,100,50,100,50,100,100,100,100,50,100
1,50,0,100,50,50,50,60,50,50,50,40,100,30,50,50,100
0,0,70,50,60,100,40,100,70,85,100,100,100,100,50,100,30
0,0,100,85,70,85,70,100,85,100,100,85,85,100,85,100,85
0,0,100,0,50,50,85,15,0,100,85,85,100,70,85,50,70
1,85,70,85,70,85,87,70,80,97,85,80,87,70,80,87,87
1,70,0,85,50,50,40,50,50,85,50,85,85,40,70,70,70
0,0,85,100,40,60,70,70,15,70,70,85,85,85,70,50,85
0,0,95,100,0,50,80,50,20,95,50,95,100,100,100,90,100
1,100,0,100,85,60,15,85,70,85,85,70,100,0,70,70,100
1,100,0,100,100,70,40,100,100,70,100,60,100,0,85,40,100
0,0,95,60,1,51,90,50,20,100,100,99,90,90,70,100,50
1,100,0,100,100,50,25,100,100,50,100,50,100,0,50,70,70
1,85,0,85,100,85,0,100,100,85,100,85,100,50,50,50,50
0,15,100,30,60,60,70,50,50,100,100,85,70,100,70,85,70
1,85,0,95,80,80,10,90,75,50,95,80,100,0,70,30,40
0,15,70,50,70,70,60,30,70,100,85,85,70,70,60,85,50
1,85,60,85,50,85,40,70,50,60,60,100,80,40,100,70,80
0,30,85,70,60,70,60,85,60,100,85,85,85,85,40,100,85
1,85,0,85,70,70,60,70,70,70,70,70,70,60,70,70,70
0,15,60,30,50,50,40,50,50,100,60,85,30,85,50,85,40
1,100,0,60,85,100,85,60,50,60,50,60,100,60,85,70,100
0,0,100,50,70,50,65,85,50,90,90,95,80,85,55,85,80
1,95,0,99,85,70,40,100,55,80,80,65,100,0,65,30,40
0,0,100,0,0,70,70,0,40,100,50,100,50,85,85,85,0
1,85,5,90,55,60,10,50,50,50,50,40,85,0,50,90,50
0,0,100,0,50,0,40,50,50,100,50,100,50,100,0,85,0
1,60,20,60,70,30,60,60,50,60,60,75,80,30,60,60,80
1,70,0,60,50,60,15,70,50,40,50,30,85,15,50,50,70
1,85,0,70,100,15,15,100,100,100,100,60,100,0,60,50,70
1,100,15,100,70,50,85,100,85,100,85,60,100,70,85,60,85
0,30,70,50,40,50,40,30,40,100,70,70,70,60,85,85,60
1,90,0,100,85,15,50,99,30,99,99,50,99,0,50,50,90
1,90,0,100,50,85,40,50,100,100,100,85,100,0,30,50,100
0,30,100,50,50,50,40,50,50,60,50,70,60,100,50,85,50
0,0,100,5,35,5,45,80,80,100,85,80,85,90,65,100,80
1,100,15,85,70,85,85,85,60,80,60,90,85,85,85,70,85
1,100,0,100,100,70,30,100,70,70,100,70,100,0,70,85,100
1,70,40,50,70,50,60,50,50,85,70,85,85,70,70,85,70
1,100,0,100,70,70,40,70,70,70,70,70,85,30,40,70,70
1,100,15,100,85,85,60,100,85,70,100,85,100,15,100,70,100
0,0,100,0,25,70,20,70,60,60,60,75,50,70,20,99,0
1,100,0,100,85,50,30,85,50,50,50,85,100,0,85,40,85
1,70,0,90,75,100,0,100,50,20,100,40,100,0,50,20,70
0,0,100,50,30,15,50,50,15,85,40,85,50,70,50,85,50
1,70,0,100,75,85,60,90,85,80,85,75,85,30,65,85,65
1,75,0,85,100,70,50,100,100,100,100,40,100,0,60,50,85
1,70,0,95,80,85,40,75,40,40,40,75,90,0,85,70,90
0,0,100,0,15,60,70,50,70,100,100,100,16,100,0,85,30
1,100,0,100,70,70,60,100,100,30,100,60,100,0,85,60,70
1,75,0,100,65,65,40,70,70,60,70,40,100,0,40,55,75
0,40,50,50,15,40,100,50,30,60,0,0,50,100,15,70,40
0,0,100,0,0,0,15,85,85,100,85,100,15,100,70,100,40
1,85,0,90,100,90,40,100,100,30,100,60,100,0,85,40,85
1,100,0,100,85,70,60,100,85,85,85,70,100,0,85,85,70
0,60,85,85,50,50,50,50,50,60,50,100,85,50,70,50,85
0,0,85,50,60,60,50,60,40,85,85,70,70,70,50,70,70
0,0,100,10,25,40,25,25,75,80,90,80,33,100,50,100,25
1,90,0,95,100,100,10,90,90,60,90,15,100,0,30,75,90
1,30,15,85,85,85,30,50,70,70,50,0,60,40,50,85,85
0,30,85,15,0,15,50,70,40,100,100,85,70,100,50,100,40
0,0,100,90,25,50,50,90,75,65,100,100,100,100,25,90,100
0,15,100,70,50,50,70,70,60,100,100,100,85,85,15,100,60
1,85,0,50,90,50,40,85,50,35,50,70,90,0,90,60,95
1,70,0,100,85,60,40,50,70,70,70,50,85,0,50,85,70
0,15,86,60,70,60,60,70,85,85,85,85,60,70,40,70,60
0,0,100,30,50,50,50,0,40,100,100,100,60,100,50,100,85
1,85,0,100,100,70,50,85,60,40,85,60,85,40,70,85,85
1,100,0,85,100,50,15,100,50,0,50,40,100,15,50,50,85
0,0,100,80,60,10,85,85,100,100,85,100,100,100,45,100,75
1,85,0,100,100,100,60,100,100,100,100,60,100,40,65,100,100
1,90,0,100,100,100,50,100,100,100,100,50,100,0,100,50,100
1,50,15,70,85,50,70,85,70,85,100,40,100,40,70,85,100
0,40,85,15,50,50,15,15,0,100,70,100,50,50,50,100,60
0,50,50,100,50,50,60,50,50,60,60,40,85,50,50,60,85
0,40,40,60,50,50,40,50,60,100,50,70,70,50,50,70,85
0,30,70,30,60,70,40,40,0,100,70,70,60,60,70,70,60
1,70,0,85,30,85,15,50,85,60,70,0,100,60,30,40,100
1,90,1,95,98,80,25,100,75,60,100,60,98,5,70,75,90
1,70,0,30,50,50,50,50,50,50,50,50,50,50,50,50,50
0,0,100,0,50,50,70,50,15,90,80,90,80,80,60,90,20
0,40,60,100,70,40,0,50,60,100,100,100,100,100,50,100,85
1,100,0,60,70,85,15,100,50,60,100,60,100,40,50,30,70
0,0,100,5,75,50,25,15,10,85,70,95,90,80,50,85,10
1,100,15,100,85,40,60,60,40,85,70,70,70,30,70,50,85
0,15,85,55,0,55,25,75,60,75,80,55,65,75,55,100,60
1,85,0,85,70,70,40,85,60,60,85,85,85,15,80,85,75
0,15,60,40,15,20,65,40,0,100,75,100,60,80,50,95,20
0,0,100,40,40,85,70,70,70,85,85,100,85,85,30,85,60
0,15,70,30,50,40,60,70,60,85,70,85,70,70,0,85,40
0,30,85,70,30,30,60,50,50,100,50,100,85,85,85,100,85
1,60,0,100,50,85,0,100,50,70,50,40,100,85,50,100,70
1,40,0,85,85,100,0,100,60,30,60,0,100,0,85,0,85
1,60,0,90,90,90,35,100,75,40,100,25,100,10,55,55,75
0,0,100,50,0,0,50,50,100,100,100,100,60,100,0,100,50
0,0,100,0,70,50,50,50,50,100,50,100,50,60,50,100,40
0,0,100,60,85,50,15,60,70,100,60,100,85,60,70,100,50
1,85,0,100,70,60,40,70,60,100,100,85,100,85,70,60,85
1,70,0,70,50,50,50,60,50,50,60,50,85,0,60,50,60
1,100,0,70,100,70,50,100,100,40,100,70,100,40,50,70,88
1,85,0,100,50,15,85,85,30,85,85,100,100,15,85,85,100
1,90,0,100,100,90,20,100,100,20,100,10,100,0,85,70,90
1,85,0,100,60,60,50,60,50,60,50,80,100,45,85,50,85
1,80,0,100,80,70,25,100,50,0,100,40,100,0,100,30,100
1,10,0,10,80,80,60,80,70,80,80,10,80,0,70,80,80
1,70,0,100,85,85,70,85,85,100,100,70,85,15,70,85,100
0,0,70,50,40,40,75,50,50,50,50,90,60,95,30,95,75
1,85,0,100,85,85,40,85,70,40,85,40,100,30,85,60,85
0,40,85,50,40,15,40,60,70,85,100,85,70,100,85,85,50
1,85,15,70,70,70,70,60,85,100,85,85,85,90,85,99,80
0,0,100,70,0,30,85,50,60,85,85,100,75,100,70,100,85
1,60,0,80,0,45,60,51,49,51,49,40,100,0,10,51,60
1,70,15,100,30,60,70,40,40,100,85,85,85,70,70,85,85
0,50,70,0,60,50,50,0,0,100,100,100,70,70,15,100,15
0,0,100,40,40,0,50,30,85,85,70,100,60,100,40,100,40
0,0,100,0,0,0,70,0,0,100,100,100,80,100,80,100,85
1,100,0,85,60,70,30,70,70,70,70,85,85,0,70,60,70
1,65,0,85,85,60,40,85,50,50,100,85,85,60,50,70,50
1,85,0,50,100,85,0,100,70,0,70,15,85,0,40,15,40
0,0,85,30,40,60,50,50,50,100,50,75,50,50,50,60,50
0,0,100,0,0,15,50,100,40,100,100,85,70,100,15,100,15
1,85,0,100,100,85,40,100,100,70,100,100,100,40,50,85,100
0,30,85,15,50,50,15,100,50,50,50,85,70,70,50,85,70
1,60,40,50,70,80,55,100,80,86,90,85,85,80,70,85,70
1,100,0,100,100,40,60,85,85,100,100,85,100,0,85,100,100
0,0,100,50,30,40,50,50,40,100,100,100,50,70,30,100,50
1,100,0,100,90,85,0,100,90,50,100,70,100,0,60,50,100
0,50,85,50,40,40,50,50,50,50,50,85,85,60,40,100,85
1,85,0,100,70,50,70,70,70,40,70,70,85,30,70,60,70
1,70,0,85,50,50,10,50,40,40,50,50,60,40,50,50,60
1,85,15,70,85,50,40,100,70,85,85,70,100,0,85,60,85
0,15,85,70,50,40,70,60,85,70,70,100,100,85,60,85,100
0,70,60,100,70,70,60,100,100,100,100,100,100,100,100,100,100
1,85,0,100,85,60,50,50,40,60,60,70,85,0,85,70,85
1,100,0,100,100,75,20,100,100,75,100,50,100,0,90,100,90
1,85,0,100,70,60,70,60,70,60,60,85,100,0,100,70,85
0,0,90,60,50,50,70,50,50,90,60,90,90,50,90,70,80
1,80,0,85,85,70,20,100,100,100,100,60,100,60,60,85,85
1,80,0,50,80,90,0,90,80,30,90,5,80,0,10,55,80
1,80,0,85,60,50,40,60,50,50,50,50,85,0,60,50,40
1,70,0,100,70,40,15,85,60,60,85,70,100,0,60,85,100
1,100,0,100,50,70,50,50,50,70,85,70,85,30,70,60,70
1,85,0,90,88,75,30,85,75,40,85,75,85,0,65,60,80
1,87,0,95,80,95,65,100,85,15,90,85,95,0,85,45,100
0,60,15,85,70,70,40,60,40,100,85,85,85,50,70,85,70
1,70,0,96,65,85,0,100,100,25,100,70,100,50,85,50,100
0,15,100,0,50,85,40,85,50,85,60,100,70,85,100,70,85
0,30,100,50,40,70,50,50,50,100,100,100,60,100,70,100,70
1,70,0,70,60,70,30,65,50,70,60,50,70,5,60,60,60
1,85,0,85,85,70,30,85,70,40,70,60,85,15,70,85,85
1,85,0,100,90,100,10,100,85,30,90,60,100,0,95,30,95
0,0,85,0,50,50,50,50,50,50,50,85,50,50,50,50,0
0,30,85,50,50,70,40,70,40,60,85,85,85,85,60,85,50
1,70,0,100,85,85,30,100,100,60,85,10,100,0,0,100,100
0,40,85,40,60,50,50,85,70,100,85,100,70,70,40,100,70
1,85,0,85,85,85,30,100,60,100,85,50,100,0,85,85,100
1,60,0,50,90,100,25,100,50,25,50,15,100,0,40,50,80
0,0,100,40,50,40,60,60,60,100,70,100,70,85,60,70,60
0,0,70,50,0,30,60,50,50,100,100,100,50,100,50,85,50
0,0,100,50,60,50,50,85,50,85,100,100,85,85,70,50,70
1,100,0,85,60,50,70,50,30,100,70,100,85,50,100,85,100
0,15,85,0,15,15,50,85,15,95,50,85,50,85,60,85,0
1,60,40,85,35,65,40,45,80,90,50,55,65,80,60,65,80
1,85,0,100,65,50,50,85,75,25,85,85,90,20,85,55,90
0,30,100,85,30,70,70,50,50,100,70,70,85,50,85,50,100
0,15,60,40,40,60,15,50,40,60,70,70,85,60,40,70,40
1,90,0,85,85,85,40,85,85,85,85,70,90,0,85,40,70
1,70,40,60,85,60,70,100,85,85,100,85,100,85,70,100,85
1,60,0,20,70,60,50,80,80,60,80,80,80,30,80,80,80
0,30,85,60,50,70,50,50,50,70,50,85,60,50,50,85,70
1,100,0,100,100,85,60,100,85,85,100,85,100,0,70,85,85
1,85,0,85,70,70,15,85,70,70,85,70,85,60,70,70,85
0,0,100,50,60,60,60,70,40,100,100,100,70,90,70,85,85
1,100,0,100,70,70,60,100,100,100,100,85,100,0,70,100,100
0,0,100,20,15,100,50,50,0,100,75,100,100,100,100,100,100
1,70,0,100,50,40,15,40,50,30,30,40,85,0,70,85,85
1,85,0,100,85,70,0,100,70,50,100,40,70,0,70,40,100
1,70,0,100,85,85,40,85,70,70,70,30,85,0,50,60,85
1,90,0,100,85,70,40,100,70,50,85,70,85,0,60,100,100
1,100,0,100,100,70,85,100,100,85,100,100,100,15,100,85,100
0,30,30,70,85,90,20,100,85,30,100,100,100,100,90,80,90
0,5,80,50,50,30,50,50,50,50,50,75,50,80,50,50,35
1,75,0,50,50,65,70,50,100,50,100,65,100,20,50,90,50
0,30,70,60,40,60,60,60,50,80,70,70,85,85,60,85,70
0,0,60,50,50,50,60,50,50,80,70,70,70,50,50,80,60
1,70,0,100,70,70,85,50,50,85,85,70,100,60,60,100,100
1,85,0,85,60,85,40,50,60,70,70,60,70,40,70,85,85
0,60,60,60,80,70,65,100,60,100,90,60,70,90,80,100,70
0,30,70,70,30,70,85,50,50,50,50,85,50,60,85,50,70
1,85,0,85,100,60,30,70,50,40,70,70,100,30,70,60,85
